Car_Name,Brand,Model,Variant,Year,Age_Years,Km_Driven,Fuel_Type,Transmission,Owner,Seller_Type,Mileage_kmpl,Engine_CC,Max_Power_BHP,Torque_Nm,Seats,Original_Price_L,Selling_Price_L
Hyundai Creta SX(O) 2014,Hyundai,Creta,SX(O),2014,10,113276,Diesel,Automatic,Fourth & Above Owner,Individual,22.3,1493,93.8,214,5,18.99,6.16
Skoda Slavia Ambition 2018,Skoda,Slavia,Ambition,2018,6,60119,Petrol,Automatic,Fourth & Above Owner,Dealer,19.3,999,58.0,126,5,14.49,6.08
Skoda Slavia Active 2016,Skoda,Slavia,Active,2016,8,90898,Petrol,Manual,Fourth & Above Owner,Dealer,16.2,999,76.2,137,5,10.99,3.76
Maruti Alto K10 LXI 2019,Maruti,Alto K10,LXI,2019,5,55313,Petrol,Manual,First Owner,Trustmark Dealer,14.5,796,57.6,149,5,4.34,2.7
Renault Triber RXE 2017,Renault,Triber,RXE,2017,7,69160,Petrol,Manual,First Owner,Dealer,14.5,999,67.7,175,7,5.99,3.27
BMW 3 Series 320d Sport 2016,BMW,3 Series,320d Sport,2016,8,95756,Diesel,Automatic,Third Owner,Individual,25.1,1995,129.9,301,5,46.9,21.39
Hyundai i20 Asta 2018,Hyundai,i20,Asta,2018,6,75640,Petrol,Automatic,Second Owner,Individual,17.3,1197,80.2,145,5,9.64,4.67
Maruti Swift ZXI+ 2019,Maruti,Swift,ZXI+,2019,5,54123,Petrol,Automatic,First Owner,Individual,15.9,1197,95.0,231,5,8.79,5.5
Hyundai Tucson Platinum 2013,Hyundai,Tucson,Platinum,2013,11,122342,Diesel,Automatic,First Owner,Dealer,18.9,1999,134.3,257,5,29.99,13.35
Skoda Kushaq Style 2020,Skoda,Kushaq,Style,2020,4,50839,Petrol,Automatic,Third Owner,Individual,21.6,1498,87.4,164,5,17.99,10.17
Tata Altroz XE 2013,Tata,Altroz,XE,2013,11,129608,Petrol,Manual,First Owner,Dealer,20.6,1199,80.8,170,5,6.6,2.47
Tata Harrier Accomplished 2013,Tata,Harrier,Accomplished,2013,11,120373,Diesel,Automatic,First Owner,Dealer,22.6,1956,140.8,258,5,22.49,9.9
Tata Altroz XZ+ 2013,Tata,Altroz,XZ+,2013,11,101529,Diesel,Manual,First Owner,Individual,25.0,1497,107.1,208,5,9.99,3.62
Maruti WagonR VXI 2017,Maruti,WagonR,VXI,2017,7,99187,Petrol,Manual,First Owner,Individual,14.7,998,79.0,160,5,5.99,2.96
Hyundai i20 Magna 2021,Hyundai,i20,Magna,2021,3,22600,Petrol,Manual,First Owner,Dealer,20.2,1197,85.1,189,5,7.04,5.12
Maruti Swift ZXI+ 2017,Maruti,Swift,ZXI+,2017,7,73587,Petrol,Automatic,First Owner,Individual,21.4,1197,81.4,186,5,8.79,4.44
Maruti Swift ZXI+ 2013,Maruti,Swift,ZXI+,2013,11,88335,Petrol,Automatic,First Owner,Dealer,21.5,1197,73.0,138,5,8.79,3.31
Tata Nexon Creative 2013,Tata,Nexon,Creative,2013,11,85960,Diesel,Automatic,Third Owner,Dealer,25.6,1497,116.7,233,5,15.4,5.79
Maruti Celerio LXI 2020,Maruti,Celerio,LXI,2020,4,50923,Petrol,Manual,First Owner,Individual,16.6,998,73.7,148,5,5.25,3.42
Maruti Dzire ZXI 2014,Maruti,Dzire,ZXI,2014,10,116697,Petrol,Automatic,First Owner,Trustmark Dealer,17.9,1197,70.3,145,5,8.99,3.67
Tata Tiago XE 2013,Tata,Tiago,XE,2013,11,68929,Petrol,Manual,Second Owner,Dealer,21.0,1199,85.0,204,5,5.4,1.83
Audi A4 Premium 2022,Audi,A4,Premium,2022,2,19253,Petrol,Automatic,Second Owner,Individual,18.4,1984,145.5,333,5,42.34,30.04
Tata Altroz XE 2021,Tata,Altroz,XE,2021,3,32024,Petrol,Manual,Second Owner,Individual,20.0,1199,72.0,184,5,6.6,4.24
Volkswagen Taigun Topline 2015,Volkswagen,Taigun,Topline,2015,9,99057,Petrol,Automatic,Second Owner,Individual,17.1,999,71.0,172,5,15.99,7.02
Hyundai i20 Sportz 2017,Hyundai,i20,Sportz,2017,7,69281,Petrol,Manual,First Owner,Individual,21.0,1197,81.1,192,5,8.64,4.35
Kia Sonet HTE 2019,Kia,Sonet,HTE,2019,5,52169,Petrol,Manual,First Owner,Dealer,18.8,1197,66.5,136,5,7.99,5.1
Skoda Octavia Style 2018,Skoda,Octavia,Style,2018,6,83710,Petrol,Automatic,Fourth & Above Owner,Individual,20.6,1498,101.9,213,5,26.29,10.74
Mahindra XUV700 AX7 L 2013,Mahindra,XUV700,AX7 L,2013,11,118482,Diesel,Automatic,Second Owner,Dealer,27.0,2184,171.1,395,7,26.99,10.91
Maruti WagonR LXI 2016,Maruti,WagonR,LXI,2016,8,81531,Petrol,Manual,First Owner,Dealer,17.1,998,69.2,157,5,5.47,2.65
Kia Seltos HTE 2022,Kia,Seltos,HTE,2022,2,19167,Petrol,Manual,First Owner,Trustmark Dealer,16.1,1497,98.4,245,5,10.9,9.05
Tata Tiago XE 2016,Tata,Tiago,XE,2016,8,86938,Petrol,Manual,First Owner,Individual,14.6,1199,87.8,192,5,5.4,2.55
Mahindra Scorpio-N Z8 2016,Mahindra,Scorpio-N,Z8,2016,8,76893,Diesel,Automatic,Second Owner,Individual,24.8,2184,156.0,400,7,22.5,10.47
Mercedes C-Class Progressive 2022,Mercedes,C-Class,Progressive,2022,2,15333,Petrol,Automatic,First Owner,Trustmark Dealer,16.0,1496,92.5,222,5,55.0,45.81
Volkswagen Virtus Topline 2018,Volkswagen,Virtus,Topline,2018,6,64185,Petrol,Automatic,First Owner,Individual,21.3,999,58.4,129,5,16.49,9.96
Maruti Swift LXI 2018,Maruti,Swift,LXI,2018,6,69880,Petrol,Manual,Second Owner,Trustmark Dealer,14.4,1197,78.4,157,5,5.99,3.15
Kia Sonet HTE 2017,Kia,Sonet,HTE,2017,7,88391,Petrol,Manual,First Owner,Dealer,17.7,1197,94.9,217,5,7.99,4.12
Tata Altroz XE 2013,Tata,Altroz,XE,2013,11,108180,Petrol,Manual,First Owner,Trustmark Dealer,18.5,1199,81.6,154,5,6.6,2.59
Kia Sonet HTE 2023,Kia,Sonet,HTE,2023,1,10707,Petrol,Manual,First Owner,Individual,17.7,1197,80.3,155,5,7.99,6.97
Jeep Meridian Limited 2021,Jeep,Meridian,Limited,2021,3,33657,Diesel,Automatic,First Owner,Dealer,22.9,1956,110.6,244,7,29.9,23.49
Maruti Swift ZXI+ 2015,Maruti,Swift,ZXI+,2015,9,82867,Petrol,Automatic,First Owner,Individual,20.1,1197,81.4,159,5,8.79,3.92
Toyota Urban Cruiser Mid 2016,Toyota,Urban Cruiser,Mid,2016,8,81813,Petrol,Manual,First Owner,Trustmark Dealer,20.2,1462,81.4,150,5,10.33,5.08
Volkswagen Polo Trendline 2013,Volkswagen,Polo,Trendline,2013,11,154849,Petrol,Manual,First Owner,Individual,17.2,999,57.3,123,5,7.54,2.5
Maruti Dzire VXI 2022,Maruti,Dzire,VXI,2022,2,19253,Petrol,Manual,Second Owner,Individual,16.5,1197,85.1,166,5,7.24,5.22
Skoda Kushaq Style 2022,Skoda,Kushaq,Style,2022,2,28438,Petrol,Automatic,First Owner,Dealer,16.9,1498,116.0,224,5,17.99,14.64
MG Hector Smart 2013,MG,Hector,Smart,2013,11,117767,Petrol,Manual,Second Owner,Dealer,16.5,1451,108.8,280,5,14.72,5.2
Maruti Swift ZXI 2023,Maruti,Swift,ZXI,2023,1,12314,Petrol,Manual,First Owner,Trustmark Dealer,19.3,1197,84.8,163,5,7.99,7.2
MG ZS EV Excite 2023,MG,ZS EV,Excite,2023,1,19147,Electric,Automatic,First Owner,Trustmark Dealer,264.3,0,131.2,228,5,22.58,19.97
Renault Duster RXZ 2014,Renault,Duster,RXZ,2014,10,116291,Diesel,Manual,Fourth & Above Owner,Dealer,23.9,1461,91.8,183,5,13.49,4.07
Volkswagen Virtus Comfortline 2022,Volkswagen,Virtus,Comfortline,2022,2,19111,Petrol,Manual,First Owner,Dealer,17.4,999,77.6,185,5,11.99,9.57
Volkswagen Taigun Topline 2021,Volkswagen,Taigun,Topline,2021,3,44333,Petrol,Automatic,Second Owner,Dealer,20.7,999,61.3,111,5,15.99,10.96
Hyundai Creta SX 2014,Hyundai,Creta,SX,2014,10,87929,Petrol,Automatic,Second Owner,Trustmark Dealer,14.6,1497,85.2,176,5,14.99,5.75
Tata Harrier Smart 2018,Tata,Harrier,Smart,2018,6,56699,Diesel,Manual,Second Owner,Individual,24.8,1956,151.8,301,5,15.49,8.62
Volkswagen Virtus Topline 2014,Volkswagen,Virtus,Topline,2014,10,132173,Petrol,Automatic,First Owner,Individual,17.1,999,64.4,127,5,16.49,7.18
Kia Seltos HTX 2015,Kia,Seltos,HTX,2015,9,127665,Petrol,Automatic,First Owner,Individual,17.4,1497,83.4,214,5,14.99,5.93
Skoda Octavia Style 2015,Skoda,Octavia,Style,2015,9,112939,Petrol,Automatic,Third Owner,Dealer,19.0,1498,103.3,237,5,26.29,10.76
Maruti Ertiga ZXI 2016,Maruti,Ertiga,ZXI,2016,8,93498,Petrol,Manual,Second Owner,Individual,15.9,1462,80.9,175,7,9.69,4.03
Volkswagen Taigun Topline 2017,Volkswagen,Taigun,Topline,2017,7,56424,Petrol,Automatic,Second Owner,Individual,21.2,999,76.2,177,5,15.99,8.22
Tata Altroz XE 2020,Tata,Altroz,XE,2020,4,50044,Petrol,Manual,First Owner,Dealer,22.0,1199,91.6,203,5,6.6,4.36
Maruti Ertiga ZXI+ 2017,Maruti,Ertiga,ZXI+,2017,7,61248,Petrol,Automatic,First Owner,Trustmark Dealer,19.4,1462,110.7,277,7,10.99,5.92
Tata Nexon Pure 2019,Tata,Nexon,Pure,2019,5,30998,Petrol,Manual,First Owner,Dealer,18.8,1199,92.7,199,5,9.5,6.05
Mahindra XUV300 W6 2018,Mahindra,XUV300,W6,2018,6,92083,Petrol,Manual,First Owner,Individual,14.8,1197,77.3,169,5,9.99,5.28
Honda Amaze V 2020,Honda,Amaze,V,2020,4,60013,Petrol,Automatic,Second Owner,Dealer,14.6,1199,73.6,153,5,9.49,5.63
Toyota Fortuner 4x4 AT 2023,Toyota,Fortuner,4x4 AT,2023,1,8541,Diesel,Automatic,First Owner,Individual,22.3,2755,165.0,377,7,40.57,34.03
Mahindra Scorpio-N Z2 2013,Mahindra,Scorpio-N,Z2,2013,11,115378,Petrol,Manual,First Owner,Individual,14.3,1997,115.2,238,7,13.85,5.21
Tata Harrier Accomplished 2022,Tata,Harrier,Accomplished,2022,2,23525,Diesel,Automatic,First Owner,Individual,23.6,1956,113.1,234,5,22.49,17.81
Tata Altroz XE 2019,Tata,Altroz,XE,2019,5,78643,Petrol,Manual,Fourth & Above Owner,Individual,16.2,1199,77.8,166,5,6.6,2.71
Volkswagen Polo Trendline 2017,Volkswagen,Polo,Trendline,2017,7,89395,Petrol,Manual,First Owner,Dealer,21.6,999,73.0,181,5,7.54,3.8
Hyundai Venue SX 2019,Hyundai,Venue,SX,2019,5,62822,Petrol,Automatic,Third Owner,Individual,14.7,1197,83.7,187,5,9.99,5.01
Volkswagen Virtus Comfortline 2022,Volkswagen,Virtus,Comfortline,2022,2,26047,Petrol,Manual,First Owner,Dealer,19.2,999,77.1,175,5,11.99,9.65
Mahindra XUV300 W6 2018,Mahindra,XUV300,W6,2018,6,70624,Petrol,Manual,Second Owner,Individual,20.6,1197,95.5,234,5,9.99,5.04
Maruti Dzire VXI 2015,Maruti,Dzire,VXI,2015,9,79985,Petrol,Manual,First Owner,Trustmark Dealer,20.5,1197,72.3,157,5,7.24,3.35
Tata Tiago XM 2017,Tata,Tiago,XM,2017,7,69241,Petrol,Manual,Second Owner,Individual,16.5,1199,89.6,193,5,6.2,2.93
Honda Amaze VX 2015,Honda,Amaze,VX,2015,9,56679,Diesel,Manual,Second Owner,Individual,23.4,1498,108.8,255,5,10.49,4.09
Mahindra Scorpio-N Z2 2017,Mahindra,Scorpio-N,Z2,2017,7,70185,Petrol,Manual,Second Owner,Trustmark Dealer,16.7,1997,135.7,285,7,13.85,6.48
Jeep Compass Limited 2023,Jeep,Compass,Limited,2023,1,5179,Diesel,Automatic,First Owner,Dealer,21.3,1956,118.2,306,5,28.59,25.2
Maruti WagonR LXI 2013,Maruti,WagonR,LXI,2013,11,117442,Petrol,Manual,First Owner,Individual,21.7,998,64.5,118,5,5.47,1.96
Kia Carnival Premium 2023,Kia,Carnival,Premium,2023,1,13550,Diesel,Automatic,First Owner,Trustmark Dealer,19.0,2199,173.5,355,8,30.89,27.76
Honda City V 2014,Honda,City,V,2014,10,68535,Petrol,Manual,First Owner,Individual,15.2,1498,103.1,230,5,11.89,4.85
Toyota Innova Crysta GX 2015,Toyota,Innova Crysta,GX,2015,9,121965,Diesel,Manual,Second Owner,Individual,22.6,2393,172.1,342,7,19.77,8.49
Honda City V 2015,Honda,City,V,2015,9,103232,Petrol,Manual,Fourth & Above Owner,Individual,20.5,1498,90.2,218,5,11.89,3.75
Skoda Kushaq Style 2020,Skoda,Kushaq,Style,2020,4,53384,Petrol,Automatic,First Owner,Dealer,15.2,1498,114.3,270,5,17.99,13.0
Kia Carnival Premium 2023,Kia,Carnival,Premium,2023,1,12569,Diesel,Automatic,First Owner,Trustmark Dealer,19.2,2199,164.4,312,8,30.89,27.68
Maruti Ertiga ZXI+ 2021,Maruti,Ertiga,ZXI+,2021,3,29720,Petrol,Automatic,Third Owner,Individual,20.9,1462,101.9,214,7,10.99,6.4
Hyundai Creta S 2020,Hyundai,Creta,S,2020,4,62508,Petrol,Manual,Third Owner,Individual,19.8,1497,115.8,250,5,12.5,6.45
Tata Harrier Smart 2016,Tata,Harrier,Smart,2016,8,88647,Diesel,Manual,Fourth & Above Owner,Individual,18.0,1956,138.9,283,5,15.49,5.82
Kia Seltos GTX+ 2018,Kia,Seltos,GTX+,2018,6,80860,Diesel,Automatic,Third Owner,Individual,25.8,1493,101.8,234,5,19.65,9.51
Volkswagen Virtus Comfortline 2014,Volkswagen,Virtus,Comfortline,2014,10,138620,Petrol,Manual,Second Owner,Dealer,21.9,999,60.0,155,5,11.99,4.08
Hyundai Venue SX 2019,Hyundai,Venue,SX,2019,5,52740,Petrol,Automatic,Second Owner,Individual,14.0,1197,93.9,230,5,9.99,5.58
Maruti Alto K10 STD 2016,Maruti,Alto K10,STD,2016,8,76241,Petrol,Manual,First Owner,Dealer,16.2,796,57.5,104,5,3.99,1.94
Volkswagen Polo Trendline 2015,Volkswagen,Polo,Trendline,2015,9,127437,Petrol,Manual,Second Owner,Individual,14.8,999,76.6,179,5,7.54,2.69
Hyundai Creta SX 2022,Hyundai,Creta,SX,2022,2,18082,Petrol,Automatic,First Owner,Dealer,19.3,1497,90.2,224,5,14.99,12.12
Toyota Innova Crysta GX 2020,Toyota,Innova Crysta,GX,2020,4,51907,Diesel,Manual,First Owner,Individual,20.0,2393,169.9,438,7,19.77,13.55
Mahindra XUV700 MX 2015,Mahindra,XUV700,MX,2015,9,80439,Petrol,Manual,Third Owner,Individual,17.6,1997,139.1,319,7,13.99,4.88
Hyundai Creta E 2014,Hyundai,Creta,E,2014,10,128230,Petrol,Manual,Third Owner,Dealer,18.4,1497,101.8,194,5,10.87,3.61
Skoda Kushaq Style 2019,Skoda,Kushaq,Style,2019,5,63577,Petrol,Automatic,First Owner,Individual,14.8,1498,89.5,217,5,17.99,11.58
Toyota Urban Cruiser Mid 2018,Toyota,Urban Cruiser,Mid,2018,6,70648,Petrol,Manual,First Owner,Individual,21.5,1462,83.4,212,5,10.33,5.83
Audi Q5 Premium 2015,Audi,Q5,Premium,2015,9,123445,Petrol,Automatic,Second Owner,Trustmark Dealer,21.5,1984,130.1,273,5,67.81,33.06
Mahindra XUV300 W6 2017,Mahindra,XUV300,W6,2017,7,90138,Petrol,Manual,Third Owner,Individual,15.1,1197,73.4,183,5,9.99,4.01
Hyundai Santro Sportz 2023,Hyundai,Santro,Sportz,2023,1,11616,Petrol,Manual,First Owner,Individual,20.3,1086,77.2,141,5,5.47,4.6
Tata Harrier Adventure 2019,Tata,Harrier,Adventure,2019,5,25033,Diesel,Manual,First Owner,Individual,21.3,1956,125.7,231,5,17.99,11.87
Skoda Kushaq Style 2017,Skoda,Kushaq,Style,2017,7,83318,Petrol,Automatic,First Owner,Dealer,17.8,1498,115.4,227,5,17.99,10.57
Tata Nexon Pure 2014,Tata,Nexon,Pure,2014,10,126493,Petrol,Manual,First Owner,Dealer,21.8,1199,67.5,158,5,9.5,3.79
Honda Amaze S 2016,Honda,Amaze,S,2016,8,109076,Petrol,Manual,Second Owner,Individual,14.8,1199,86.6,172,5,7.39,3.06
Maruti Alto K10 LXI 2018,Maruti,Alto K10,LXI,2018,6,68811,Petrol,Manual,First Owner,Dealer,16.6,796,61.8,124,5,4.34,2.54
Hyundai i20 Magna 2016,Hyundai,i20,Magna,2016,8,84840,Petrol,Manual,Second Owner,Individual,16.1,1197,72.4,137,5,7.04,3.07
Mahindra XUV700 MX 2022,Mahindra,XUV700,MX,2022,2,26547,Petrol,Manual,First Owner,Individual,14.1,1997,124.5,301,7,13.99,10.83
Mahindra Scorpio-N Z8 2023,Mahindra,Scorpio-N,Z8,2023,1,16460,Diesel,Automatic,First Owner,Dealer,22.9,2184,165.4,377,7,22.5,19.37
Tata Nexon Pure 2018,Tata,Nexon,Pure,2018,6,70980,Petrol,Manual,Second Owner,Individual,14.5,1199,86.1,195,5,9.5,4.87
Maruti WagonR VXI 2020,Maruti,WagonR,VXI,2020,4,44670,Petrol,Manual,Fourth & Above Owner,Individual,16.9,998,60.5,118,5,5.99,2.79
Hyundai i20 Sportz 2021,Hyundai,i20,Sportz,2021,3,38775,Petrol,Manual,First Owner,Trustmark Dealer,19.1,1197,77.5,181,5,8.64,6.28
Tata Harrier Accomplished 2016,Tata,Harrier,Accomplished,2016,8,111066,Diesel,Automatic,Second Owner,Individual,24.2,1956,141.3,359,5,22.49,10.13
BMW X1 sDrive20i 2023,BMW,X1,sDrive20i,2023,1,9660,Petrol,Automatic,First Owner,Trustmark Dealer,16.8,1998,157.3,404,5,45.9,40.87
Kia Seltos HTX 2018,Kia,Seltos,HTX,2018,6,73362,Petrol,Automatic,First Owner,Individual,18.5,1497,114.7,250,5,14.99,8.44
Mercedes C-Class Progressive 2013,Mercedes,C-Class,Progressive,2013,11,56865,Petrol,Automatic,Second Owner,Individual,19.1,1496,100.9,214,5,55.0,24.55
Kia Seltos HTX 2021,Kia,Seltos,HTX,2021,3,28390,Petrol,Automatic,Third Owner,Individual,15.7,1497,82.8,149,5,14.99,9.02
Hyundai Venue S 2023,Hyundai,Venue,S,2023,1,12413,Petrol,Manual,First Owner,Trustmark Dealer,21.7,1197,77.6,192,5,7.53,6.74
Renault Triber RXZ 2013,Renault,Triber,RXZ,2013,11,161420,Petrol,Automatic,Fourth & Above Owner,Individual,20.8,999,70.0,172,7,8.97,2.18
MG Hector Smart 2022,MG,Hector,Smart,2022,2,20487,Petrol,Manual,Second Owner,Dealer,16.0,1451,88.7,188,5,14.72,11.03
Tata Nexon Pure 2022,Tata,Nexon,Pure,2022,2,36552,Petrol,Manual,First Owner,Dealer,14.7,1199,66.9,123,5,9.5,7.42
Toyota Fortuner 4x4 AT 2013,Toyota,Fortuner,4x4 AT,2013,11,103753,Diesel,Automatic,Second Owner,Individual,23.9,2755,168.1,328,7,40.57,18.07
Toyota Innova Crysta GX 2022,Toyota,Innova Crysta,GX,2022,2,25750,Diesel,Manual,First Owner,Trustmark Dealer,19.3,2393,172.3,341,7,19.77,16.12
Maruti Dzire LXI 2020,Maruti,Dzire,LXI,2020,4,54760,Petrol,Manual,Second Owner,Individual,16.8,1197,92.6,236,5,6.24,3.7
Maruti Celerio LXI 2016,Maruti,Celerio,LXI,2016,8,60053,Petrol,Manual,First Owner,Individual,18.8,998,55.7,128,5,5.25,2.47
Maruti Baleno Delta 2015,Maruti,Baleno,Delta,2015,9,45397,Petrol,Manual,Third Owner,Dealer,16.7,1197,86.6,209,5,7.45,2.8
Honda Amaze VX 2014,Honda,Amaze,VX,2014,10,114841,Diesel,Manual,First Owner,Individual,18.3,1498,87.2,210,5,10.49,4.03
Kia Sonet GTX+ 2018,Kia,Sonet,GTX+,2018,6,84813,Diesel,Automatic,First Owner,Individual,18.1,1493,98.4,246,5,15.99,9.01
Honda City V 2018,Honda,City,V,2018,6,80854,Petrol,Manual,First Owner,Dealer,18.9,1498,115.9,284,5,11.89,6.57
Mahindra XUV300 W6 2021,Mahindra,XUV300,W6,2021,3,38372,Petrol,Manual,Third Owner,Dealer,20.0,1197,77.6,176,5,9.99,6.11
Kia Sonet HTK+ 2019,Kia,Sonet,HTK+,2019,5,78293,Diesel,Manual,First Owner,Dealer,23.3,1493,117.7,215,5,11.49,6.76
Honda City V 2016,Honda,City,V,2016,8,70170,Petrol,Manual,Second Owner,Dealer,19.7,1498,88.8,228,5,11.89,5.26
Honda Amaze V 2020,Honda,Amaze,V,2020,4,41696,Petrol,Automatic,First Owner,Trustmark Dealer,16.8,1199,66.9,123,5,9.49,6.39
Honda City ZX 2018,Honda,City,ZX,2018,6,52777,Petrol,Automatic,First Owner,Dealer,19.4,1498,98.7,221,5,15.49,9.67
Toyota Fortuner 4x4 AT 2016,Toyota,Fortuner,4x4 AT,2016,8,103608,Diesel,Automatic,First Owner,Individual,25.6,2755,152.3,359,7,40.57,22.93
Kia Seltos HTE 2019,Kia,Seltos,HTE,2019,5,62673,Petrol,Manual,Third Owner,Individual,21.7,1497,84.3,185,5,10.9,5.41
Maruti WagonR ZXI 2020,Maruti,WagonR,ZXI,2020,4,47868,Petrol,Automatic,Second Owner,Individual,15.1,998,76.5,147,5,6.49,3.78
Hyundai Santro Magna 2014,Hyundai,Santro,Magna,2014,10,121034,Petrol,Manual,Second Owner,Individual,19.0,1086,75.3,185,5,4.77,1.72
Skoda Kushaq Style 2016,Skoda,Kushaq,Style,2016,8,80901,Petrol,Automatic,Second Owner,Individual,16.5,1498,95.6,219,5,17.99,8.51
Mahindra Scorpio-N Z8 2017,Mahindra,Scorpio-N,Z8,2017,7,64208,Diesel,Automatic,Second Owner,Individual,18.5,2184,140.5,359,7,22.5,11.6
Mahindra XUV700 AX5 2019,Mahindra,XUV700,AX5,2019,5,41223,Diesel,Automatic,First Owner,Dealer,18.9,2184,135.3,273,7,20.99,14.12
Mahindra Scorpio-N Z8 2020,Mahindra,Scorpio-N,Z8,2020,4,42810,Diesel,Automatic,First Owner,Trustmark Dealer,19.0,2184,142.2,339,7,22.5,16.46
Tata Altroz XE 2013,Tata,Altroz,XE,2013,11,87200,Petrol,Manual,First Owner,Individual,17.9,1199,74.0,150,5,6.6,2.46
Maruti Celerio VXI 2022,Maruti,Celerio,VXI,2022,2,18744,Petrol,Automatic,First Owner,Trustmark Dealer,16.4,998,57.2,130,5,6.25,5.12
Jeep Compass Limited 2014,Jeep,Compass,Limited,2014,10,141775,Diesel,Automatic,Second Owner,Individual,20.4,1956,136.8,341,5,28.59,11.29
Hyundai i20 Sportz 2021,Hyundai,i20,Sportz,2021,3,37817,Petrol,Manual,First Owner,Dealer,19.6,1197,86.2,183,5,8.64,6.2
Honda City V 2019,Honda,City,V,2019,5,47663,Petrol,Manual,Fourth & Above Owner,Individual,20.7,1498,89.5,209,5,11.89,5.36
Maruti Baleno Alpha 2022,Maruti,Baleno,Alpha,2022,2,21533,Petrol,Automatic,First Owner,Dealer,21.3,1197,78.8,158,5,9.45,7.66
Volkswagen Polo Highline 2023,Volkswagen,Polo,Highline,2023,1,10866,Petrol,Manual,First Owner,Dealer,15.9,999,72.8,136,5,9.59,8.32
Hyundai Santro Magna 2016,Hyundai,Santro,Magna,2016,8,72286,Petrol,Manual,First Owner,Individual,17.7,1086,79.6,181,5,4.77,2.29
Skoda Kushaq Style 2019,Skoda,Kushaq,Style,2019,5,61003,Petrol,Automatic,Third Owner,Dealer,18.4,1498,89.9,206,5,17.99,9.96
Toyota Camry Hybrid 2020,Toyota,Camry,Hybrid,2020,4,40910,Hybrid,Automatic,Third Owner,Individual,22.3,2487,153.5,321,5,44.95,27.07
Maruti Swift ZXI 2014,Maruti,Swift,ZXI,2014,10,107134,Petrol,Manual,Second Owner,Individual,19.6,1197,78.6,169,5,7.99,2.91
Tata Tiago XE 2014,Tata,Tiago,XE,2014,10,97980,Petrol,Manual,First Owner,Individual,16.4,1199,81.0,149,5,5.4,2.17
Honda City V 2013,Honda,City,V,2013,11,110326,Petrol,Manual,Second Owner,Individual,15.3,1498,88.4,164,5,11.89,3.88
Maruti Celerio LXI 2014,Maruti,Celerio,LXI,2014,10,113722,Petrol,Manual,Second Owner,Individual,16.3,998,62.6,125,5,5.25,1.88
Hyundai Santro Magna 2021,Hyundai,Santro,Magna,2021,3,20222,Petrol,Manual,Third Owner,Individual,16.5,1086,84.5,216,5,4.77,2.78
Audi A4 Premium 2013,Audi,A4,Premium,2013,11,140478,Petrol,Automatic,Third Owner,Individual,17.1,1984,136.6,300,5,42.34,15.65
Maruti WagonR VXI 2022,Maruti,WagonR,VXI,2022,2,21984,Petrol,Manual,First Owner,Dealer,14.1,998,62.3,135,5,5.99,4.85
Hyundai Creta E 2016,Hyundai,Creta,E,2016,8,79062,Petrol,Manual,First Owner,Individual,19.7,1497,109.7,242,5,10.87,5.05
Hyundai Creta S 2013,Hyundai,Creta,S,2013,11,163075,Petrol,Manual,Third Owner,Individual,19.1,1497,104.1,197,5,12.5,3.33
Maruti Dzire LXI 2019,Maruti,Dzire,LXI,2019,5,51988,Petrol,Manual,First Owner,Individual,21.7,1197,84.3,189,5,6.24,3.78
Kia Seltos HTX 2013,Kia,Seltos,HTX,2013,11,173230,Petrol,Automatic,Second Owner,Individual,18.0,1497,97.8,244,5,14.99,4.42
Tata Harrier Adventure 2013,Tata,Harrier,Adventure,2013,11,141820,Diesel,Manual,First Owner,Trustmark Dealer,22.6,1956,113.2,273,5,17.99,7.78
Kia Sonet HTE 2013,Kia,Sonet,HTE,2013,11,149902,Petrol,Manual,Second Owner,Individual,21.1,1197,72.5,171,5,7.99,2.52
Mahindra XUV700 AX5 2021,Mahindra,XUV700,AX5,2021,3,42597,Diesel,Automatic,Third Owner,Dealer,22.4,2184,138.3,336,7,20.99,12.94
Skoda Octavia Style 2015,Skoda,Octavia,Style,2015,9,80872,Petrol,Automatic,First Owner,Dealer,21.2,1498,90.0,166,5,26.29,13.88
Volkswagen Virtus Comfortline 2021,Volkswagen,Virtus,Comfortline,2021,3,38904,Petrol,Manual,Second Owner,Trustmark Dealer,17.6,999,67.8,175,5,11.99,7.83
MG Hector Sharp 2023,MG,Hector,Sharp,2023,1,9689,Petrol,Automatic,First Owner,Dealer,18.9,1451,105.4,221,5,18.99,16.66
Volkswagen Taigun Topline 2022,Volkswagen,Taigun,Topline,2022,2,24500,Petrol,Automatic,First Owner,Trustmark Dealer,20.7,999,64.3,148,5,15.99,12.81
Skoda Slavia Active 2021,Skoda,Slavia,Active,2021,3,24185,Petrol,Manual,Second Owner,Individual,16.8,999,71.9,173,5,10.99,6.91
Skoda Octavia Style 2023,Skoda,Octavia,Style,2023,1,8933,Petrol,Automatic,First Owner,Dealer,21.3,1498,110.8,252,5,26.29,23.46
Hyundai Tucson Platinum 2022,Hyundai,Tucson,Platinum,2022,2,33542,Diesel,Automatic,First Owner,Dealer,24.4,1999,123.5,242,5,29.99,23.8
Tata Tiago XZ+ 2023,Tata,Tiago,XZ+,2023,1,15077,Petrol,Automatic,First Owner,Dealer,15.1,1199,79.2,171,5,8.1,7.28
